customer_code,month,week_of_month,total_sales
customer_code_2725,7,1,51
customer_code_2726,1,1,51
customer_code_2726,2,4,42
customer_code_2726,3,1,39
customer_code_2726,4,4,51
customer_code_2726,5,2,64
customer_code_2726,6,4,79
customer_code_2726,7,1,47
customer_code_2727,1,1,33
customer_code_2727,2,1,21
customer_code_2727,3,3,28
customer_code_2727,4,4,18
customer_code_2727,5,2,36
customer_code_2727,6,3,19
customer_code_2727,7,1,13
customer_code_2728,1,1,46
customer_code_2728,2,1,52
customer_code_2728,3,3,37
customer_code_2728,4,3,47
customer_code_2728,5,1,48
customer_code_2728,6,4,60
customer_code_2728,7,1,42
customer_code_2729,1,1,47
customer_code_2729,2,1,39
customer_code_2729,3,3,38
customer_code_2729,4,4,47
customer_code_2729,5,1,47
customer_code_2729,6,4,49
customer_code_2729,7,1,25
customer_code_273,1,1,50
customer_code_273,2,3,63
customer_code_273,3,2,50
customer_code_273,4,2,60
customer_code_273,5,2,100
customer_code_273,6,3,182
customer_code_273,7,1,92
customer_code_2730,1,1,46
customer_code_2730,2,4,48
customer_code_2730,3,3,37
customer_code_2730,4,3,31
customer_code_2730,5,2,48
customer_code_2730,6,1,44
customer_code_2730,7,1,39
customer_code_2731,1,3,76
customer_code_2731,2,1,87
customer_code_2731,3,1,111
customer_code_2731,4,4,162
customer_code_2731,5,2,136
customer_code_2731,6,4,283
customer_code_2731,7,1,210
customer_code_2732,1,1,98
customer_code_2732,2,3,90
customer_code_2732,3,5,67
customer_code_2732,4,3,107
customer_code_2732,5,2,151
customer_code_2732,6,4,309
customer_code_2732,7,1,156
customer_code_2733,1,1,101
customer_code_2733,2,3,117
customer_code_2733,3,1,100
customer_code_2733,4,3,121
customer_code_2733,5,4,145
customer_code_2733,6,2,197
customer_code_2733,7,1,114
customer_code_2734,1,1,38
customer_code_2734,2,3,33
customer_code_2734,3,3,31
customer_code_2734,4,3,26
customer_code_2734,5,2,46
customer_code_2734,6,4,37
customer_code_2734,7,1,43
customer_code_2735,1,1,37
customer_code_2735,2,3,36
customer_code_2735,3,3,32
customer_code_2735,4,3,23
customer_code_2735,5,2,47
customer_code_2735,6,2,32
customer_code_2735,7,1,35
customer_code_2736,1,1,69
customer_code_2736,2,3,73
customer_code_2736,3,3,70
customer_code_2736,4,4,58
customer_code_2736,5,1,76
customer_code_2736,6,3,96
customer_code_2736,7,1,64
customer_code_2737,1,1,46
customer_code_2737,2,3,57
customer_code_2737,3,3,67
customer_code_2737,4,3,77
customer_code_2737,5,2,81
customer_code_2737,6,4,86
customer_code_2737,7,1,71
customer_code_2738,1,1,48
customer_code_2738,2,3,39
customer_code_2738,3,3,74
customer_code_2738,4,3,74
customer_code_2738,5,1,76
customer_code_2738,6,1,87
customer_code_2738,7,1,133
customer_code_2739,1,1,71
customer_code_2739,2,4,68
customer_code_2739,3,3,71
customer_code_2739,4,3,59
customer_code_2739,5,4,62
customer_code_2739,6,1,127
customer_code_2739,7,1,124
customer_code_274,1,1,61
customer_code_274,2,1,56
customer_code_274,3,3,89
customer_code_274,4,4,69
customer_code_274,5,3,72
customer_code_274,6,2,116
customer_code_274,7,1,48
customer_code_2740,1,1,33
customer_code_2740,2,3,25
customer_code_2740,3,3,34
customer_code_2740,4,3,19
customer_code_2740,5,2,40
customer_code_2740,6,2,31
customer_code_2740,7,1,22
customer_code_2741,1,1,36
customer_code_2741,2,4,25
customer_code_2741,3,3,32
customer_code_2741,4,4,21
customer_code_2741,5,2,40
customer_code_2741,6,4,29
customer_code_2741,7,1,27
customer_code_2742,1,1,43
customer_code_2742,2,3,46
customer_code_2742,3,3,61
customer_code_2742,4,3,46
customer_code_2742,5,1,56
customer_code_2742,6,4,86
customer_code_2742,7,1,105
customer_code_2743,1,1,39
customer_code_2743,2,3,45
customer_code_2743,3,3,37
customer_code_2743,4,4,50
customer_code_2743,5,2,62
customer_code_2743,6,1,86
customer_code_2743,7,1,79
customer_code_2744,1,1,49
customer_code_2744,2,3,63
customer_code_2744,3,3,56
customer_code_2744,4,3,41
customer_code_2744,5,4,53
customer_code_2744,6,4,74
customer_code_2744,7,1,51
customer_code_2745,1,1,47
customer_code_2745,2,3,47
customer_code_2745,3,1,38
customer_code_2745,4,2,42
customer_code_2745,5,3,58
customer_code_2745,6,3,111
customer_code_2745,7,1,91
customer_code_2746,1,1,41
customer_code_2746,2,1,65
customer_code_2746,3,4,36
customer_code_2746,4,4,60
customer_code_2746,5,4,61
customer_code_2746,6,4,85
customer_code_2746,7,1,101
customer_code_2747,1,1,53
customer_code_2747,2,1,47
customer_code_2747,3,3,76
customer_code_2747,4,3,33
customer_code_2747,5,1,61
customer_code_2747,6,2,80
customer_code_2747,7,1,22
customer_code_2748,1,1,43
customer_code_2748,2,3,40
customer_code_2748,3,3,46
customer_code_2748,4,3,41
customer_code_2748,5,5,73
customer_code_2748,6,3,120
customer_code_2748,7,1,34
customer_code_2749,1,1,30
customer_code_2749,2,3,26
customer_code_2749,3,3,27
customer_code_2749,4,3,17
customer_code_2749,5,2,33
customer_code_2749,6,4,26
customer_code_2749,7,1,14
customer_code_275,1,1,50
customer_code_275,2,1,58
customer_code_275,3,4,68
customer_code_275,4,2,53
customer_code_275,5,4,71
customer_code_275,6,2,148
customer_code_275,7,1,126
customer_code_2750,1,1,51
customer_code_2750,2,3,39
customer_code_2750,3,3,51
customer_code_2750,4,4,43
customer_code_2750,5,2,49
customer_code_2750,6,4,74
customer_code_2750,7,1,59
customer_code_2751,1,1,43
customer_code_2751,2,3,39
customer_code_2751,3,1,36
customer_code_2751,4,4,37
customer_code_2751,5,2,55
customer_code_2751,6,2,79
customer_code_2751,7,1,38
customer_code_2752,1,1,40
customer_code_2752,2,1,37
customer_code_2752,3,3,44
customer_code_2752,4,2,37
customer_code_2752,5,2,47
customer_code_2752,6,3,65
customer_code_2752,7,1,89
customer_code_2753,1,1,34
customer_code_2753,2,3,45
customer_code_2753,3,3,33
customer_code_2753,4,2,40
customer_code_2753,5,2,52
customer_code_2753,6,4,57
customer_code_2753,7,1,38
customer_code_2754,1,1,50
customer_code_2754,2,1,53
customer_code_2754,3,3,40
customer_code_2754,4,4,32
customer_code_2754,5,1,51
customer_code_2754,6,3,44
customer_code_2754,7,1,53
customer_code_2755,1,1,96
customer_code_2755,2,4,94
customer_code_2755,3,4,81
customer_code_2755,4,1,105
customer_code_2755,5,4,123
customer_code_2755,6,3,259
customer_code_2755,7,1,168
customer_code_2756,1,1,35
customer_code_2756,2,3,32
customer_code_2756,3,3,43
customer_code_2756,4,3,28
customer_code_2756,5,2,47
customer_code_2756,6,1,37
customer_code_2756,7,1,28
customer_code_2757,1,2,45
customer_code_2757,2,4,43
customer_code_2757,3,3,57
customer_code_2757,4,3,59
customer_code_2757,5,2,56
customer_code_2757,6,4,164
customer_code_2757,7,1,55
customer_code_2758,1,1,42
customer_code_2758,2,4,58
customer_code_2758,3,4,69
customer_code_2758,4,4,61
customer_code_2758,5,4,83
customer_code_2758,6,2,102
customer_code_2758,7,1,111
customer_code_2759,1,1,49
customer_code_2759,2,1,66
customer_code_2759,3,1,83
customer_code_2759,4,3,60
customer_code_2759,5,4,65
customer_code_2759,6,3,120
customer_code_2759,7,1,115
customer_code_276,1,1,61
customer_code_276,2,1,43
customer_code_276,3,4,64
customer_code_276,4,4,82
customer_code_276,5,2,89
customer_code_276,6,4,165
customer_code_276,7,1,93
customer_code_2760,1,1,37
customer_code_2760,2,3,25
customer_code_2760,3,3,29
customer_code_2760,4,3,19
customer_code_2760,5,2,40
customer_code_2760,6,1,29
customer_code_2760,7,1,26
customer_code_2761,1,1,33
customer_code_2761,2,1,28
customer_code_2761,3,3,32
customer_code_2761,4,4,23
customer_code_2761,5,2,43
customer_code_2761,6,3,31
customer_code_2761,7,1,43
customer_code_2762,1,1,37
customer_code_2762,2,3,28
customer_code_2762,3,3,31
customer_code_2762,4,3,17
customer_code_2762,5,2,43
customer_code_2762,6,2,34
customer_code_2762,7,1,35
customer_code_2763,1,1,33
customer_code_2763,2,3,24
customer_code_2763,3,3,37
customer_code_2763,4,3,21
customer_code_2763,5,2,41
customer_code_2763,6,2,25
customer_code_2763,7,1,31
customer_code_2764,1,1,37
customer_code_2764,2,3,34
customer_code_2764,3,3,36
customer_code_2764,4,4,22
customer_code_2764,5,2,42
customer_code_2764,6,4,32
customer_code_2764,7,1,21
customer_code_2765,1,1,41
customer_code_2765,2,1,42
customer_code_2765,3,2,39
customer_code_2765,4,4,55
customer_code_2765,5,2,64
customer_code_2765,6,4,94
customer_code_2765,7,1,65
customer_code_2766,1,1,43
customer_code_2766,2,3,48
customer_code_2766,3,3,56
customer_code_2766,4,1,41
customer_code_2766,5,2,51
customer_code_2766,6,2,51
customer_code_2766,7,1,104
customer_code_2767,1,1,41
customer_code_2767,2,3,50
customer_code_2767,3,3,41
customer_code_2767,4,4,55
customer_code_2767,5,1,65
customer_code_2767,6,2,97
customer_code_2767,7,1,93
customer_code_2768,1,1,53
customer_code_2768,2,3,81
customer_code_2768,3,3,58
customer_code_2768,4,4,67
customer_code_2768,5,2,50
customer_code_2768,6,4,98
customer_code_2768,7,1,57
customer_code_2769,1,1,58
customer_code_2769,2,3,58
customer_code_2769,3,1,36
customer_code_2769,4,3,54
customer_code_2769,5,2,73
customer_code_2769,6,4,100
customer_code_2769,7,1,48
customer_code_277,1,1,77
customer_code_277,2,2,77
customer_code_277,3,3,76
customer_code_277,4,3,91
customer_code_277,5,5,105
customer_code_277,6,3,135
customer_code_277,7,1,126
customer_code_2770,1,1,61
customer_code_2770,2,1,53
customer_code_2770,3,3,62
customer_code_2770,4,4,46
customer_code_2770,5,2,71
customer_code_2770,6,1,74
customer_code_2770,7,1,52
customer_code_2771,1,1,31
customer_code_2771,2,3,24
customer_code_2771,3,3,28
customer_code_2771,4,3,20
customer_code_2771,5,2,36
customer_code_2771,6,3,16
customer_code_2771,7,1,31
customer_code_2772,1,1,46
customer_code_2772,2,3,31
customer_code_2772,3,3,38
customer_code_2772,4,3,34
customer_code_2772,5,2,42
customer_code_2772,6,4,76
customer_code_2772,7,1,48
customer_code_2773,1,1,46
customer_code_2773,2,3,35
customer_code_2773,3,3,35
customer_code_2773,4,4,40
customer_code_2773,5,4,41
customer_code_2773,6,1,61
customer_code_2773,7,1,54
customer_code_2774,1,1,87
customer_code_2774,2,2,102
customer_code_2774,3,4,89
customer_code_2774,4,3,134
customer_code_2774,5,2,159
customer_code_2774,6,2,211
customer_code_2774,7,1,207
customer_code_2775,1,1,39
customer_code_2775,2,1,30
customer_code_2775,3,3,37
customer_code_2775,4,3,25
customer_code_2775,5,2,49
customer_code_2775,6,3,33
customer_code_2775,7,1,32
customer_code_2776,1,1,38
customer_code_2776,2,1,28
customer_code_2776,3,3,33
customer_code_2776,4,3,27
customer_code_2776,5,2,44
customer_code_2776,6,4,35
customer_code_2776,7,1,44
customer_code_2777,1,1,38
customer_code_2777,2,3,30
customer_code_2777,3,3,34
customer_code_2777,4,4,25
customer_code_2777,5,2,46
customer_code_2777,6,4,37
customer_code_2777,7,1,23
customer_code_2778,1,1,55
customer_code_2778,2,4,65
customer_code_2778,3,3,65
customer_code_2778,4,1,75
customer_code_2778,5,2,90
customer_code_2778,6,3,94
customer_code_2778,7,1,149
customer_code_2779,1,1,64
customer_code_2779,2,3,65
customer_code_2779,3,1,56
customer_code_2779,4,1,53
customer_code_2779,5,2,88
customer_code_2779,6,4,146
customer_code_2779,7,1,110
customer_code_278,1,1,85
customer_code_278,2,1,67
customer_code_278,3,3,71
customer_code_278,4,3,104
customer_code_278,5,2,113
customer_code_278,6,2,165
customer_code_278,7,1,128
customer_code_2780,1,1,67
customer_code_2780,2,2,55
customer_code_2780,3,3,50
customer_code_2780,4,4,82
customer_code_2780,5,4,65
customer_code_2780,6,3,105
customer_code_2780,7,1,137
customer_code_2781,1,1,51
customer_code_2781,2,4,69
customer_code_2781,3,3,67
customer_code_2781,4,4,70
customer_code_2781,5,2,96
customer_code_2781,6,2,141
customer_code_2781,7,1,67
customer_code_2782,1,1,60
customer_code_2782,2,3,60
customer_code_2782,3,1,71
customer_code_2782,4,4,94
customer_code_2782,5,2,101
customer_code_2782,6,2,117
customer_code_2782,7,1,109
customer_code_2783,1,1,67
customer_code_2783,2,3,58
customer_code_2783,3,1,58
customer_code_2783,4,4,102
customer_code_2783,5,2,83
customer_code_2783,6,4,79
customer_code_2783,7,1,69
customer_code_2784,1,1,55
customer_code_2784,2,3,64
customer_code_2784,3,3,92
customer_code_2784,4,4,61
customer_code_2784,5,2,110
customer_code_2784,6,3,109
customer_code_2784,7,1,88
customer_code_2785,1,1,47
customer_code_2785,2,4,55
customer_code_2785,3,1,59
customer_code_2785,4,4,73
customer_code_2785,5,2,90
customer_code_2785,6,1,104
customer_code_2785,7,1,80
customer_code_2786,1,1,44
customer_code_2786,2,1,65
customer_code_2786,3,3,51
customer_code_2786,4,3,47
customer_code_2786,5,5,75
customer_code_2786,6,4,105
customer_code_2786,7,1,86
customer_code_2787,1,1,72
customer_code_2787,2,4,64
customer_code_2787,3,2,85
customer_code_2787,4,3,107
customer_code_2787,5,4,105
customer_code_2787,6,3,210
customer_code_2787,7,1,157
customer_code_2788,1,1,58
customer_code_2788,2,3,68
customer_code_2788,3,2,68
customer_code_2788,4,1,86
customer_code_2788,5,1,106
customer_code_2788,6,3,196
customer_code_2788,7,1,117
customer_code_2789,1,1,32
customer_code_2789,2,3,33
customer_code_2789,3,3,33
customer_code_2789,4,3,23
customer_code_2789,5,2,40
customer_code_2789,6,2,22
customer_code_2789,7,1,20
customer_code_279,1,1,33
customer_code_279,2,1,31
customer_code_279,3,3,36
customer_code_279,4,3,25
customer_code_279,5,2,40
customer_code_279,6,2,23
customer_code_279,7,1,17
customer_code_2790,1,1,33
customer_code_2790,2,1,27
customer_code_2790,3,3,31
customer_code_2790,4,4,18
customer_code_2790,5,2,42
customer_code_2790,6,2,28
customer_code_2790,7,1,25
customer_code_2791,1,1,51
customer_code_2791,2,1,52
customer_code_2791,3,3,37
customer_code_2791,4,1,42
customer_code_2791,5,1,63
customer_code_2791,6,4,136
customer_code_2791,7,1,33
customer_code_2792,1,1,46
customer_code_2792,2,4,46
customer_code_2792,3,2,59
customer_code_2792,4,3,44
customer_code_2792,5,2,49
customer_code_2792,6,3,80
customer_code_2792,7,1,101
customer_code_2793,1,1,43
customer_code_2793,2,3,63
customer_code_2793,3,1,47
customer_code_2793,4,4,58
customer_code_2793,5,4,63
customer_code_2793,6,4,64
customer_code_2793,7,1,65
customer_code_2794,1,1,48
customer_code_2794,2,3,35
customer_code_2794,3,3,52
customer_code_2794,4,3,42
customer_code_2794,5,4,69
customer_code_2794,6,1,89
customer_code_2794,7,1,62
customer_code_2795,1,1,31
customer_code_2795,2,3,22
customer_code_2795,3,3,29
customer_code_2795,4,3,18
customer_code_2795,5,2,36
customer_code_2795,6,4,23
customer_code_2795,7,1,20
customer_code_2796,1,1,38
customer_code_2796,2,3,33
customer_code_2796,3,3,36
customer_code_2796,4,3,25
customer_code_2796,5,2,40
customer_code_2796,6,4,23
customer_code_2796,7,1,34
customer_code_2797,1,1,36
customer_code_2797,2,3,25
customer_code_2797,3,3,28
customer_code_2797,4,3,26
customer_code_2797,5,2,42
customer_code_2797,6,1,35
customer_code_2797,7,1,34
customer_code_2798,1,1,51
customer_code_2798,2,1,65
customer_code_2798,3,3,67
customer_code_2798,4,4,83
customer_code_2798,5,1,68
customer_code_2798,6,3,75
customer_code_2798,7,1,115
customer_code_2799,1,1,43
customer_code_2799,2,1,61
customer_code_2799,3,3,80
customer_code_2799,4,4,90
customer_code_2799,5,2,104
customer_code_2799,6,4,192
customer_code_2799,7,1,34
customer_code_28,1,1,49
customer_code_28,2,1,35
customer_code_28,3,1,43
customer_code_28,4,3,42
customer_code_28,5,1,44
customer_code_28,6,4,48
customer_code_28,7,1,67
customer_code_280,1,1,31
customer_code_280,2,3,26
customer_code_280,3,3,30
customer_code_280,4,4,24
customer_code_280,5,2,38
customer_code_280,6,1,22
customer_code_280,7,1,30
customer_code_2800,1,1,65
customer_code_2800,2,3,60
customer_code_2800,3,3,66
customer_code_2800,4,3,65
customer_code_2800,5,4,82
customer_code_2800,6,4,127
customer_code_2800,7,1,54
customer_code_2801,1,1,60
customer_code_2801,2,3,64
customer_code_2801,3,4,40
customer_code_2801,4,3,55
customer_code_2801,5,2,80
customer_code_2801,6,2,75
customer_code_2801,7,1,87
customer_code_2802,1,1,54
customer_code_2802,2,4,48
customer_code_2802,3,3,53
customer_code_2802,4,3,60
customer_code_2802,5,2,90
customer_code_2802,6,2,125
customer_code_2802,7,1,84
customer_code_2803,1,1,62
customer_code_2803,2,4,81
customer_code_2803,3,4,68
customer_code_2803,4,3,90
customer_code_2803,5,2,109
customer_code_2803,6,4,206
customer_code_2803,7,1,177
customer_code_2804,1,1,65
customer_code_2804,2,1,69
customer_code_2804,3,3,89
customer_code_2804,4,3,78
customer_code_2804,5,2,91
customer_code_2804,6,3,139
customer_code_2804,7,1,98
customer_code_2805,1,1,35
customer_code_2805,2,3,31
customer_code_2805,3,3,39
customer_code_2805,4,3,23
customer_code_2805,5,2,43
customer_code_2805,6,4,27
customer_code_2805,7,1,30
customer_code_2806,1,1,36
customer_code_2806,2,3,22
customer_code_2806,3,3,32
customer_code_2806,4,3,26
customer_code_2806,5,2,39
customer_code_2806,6,3,27
customer_code_2806,7,1,21
customer_code_2807,1,1,47
customer_code_2807,2,3,53
customer_code_2807,3,3,49
customer_code_2807,4,2,46
customer_code_2807,5,4,54
customer_code_2807,6,4,59
customer_code_2807,7,1,77
customer_code_2808,1,1,42
customer_code_2808,2,1,38
customer_code_2808,3,3,47
customer_code_2808,4,3,55
customer_code_2808,5,2,79
customer_code_2808,6,3,53
customer_code_2808,7,1,21
customer_code_2809,1,1,56
customer_code_2809,2,3,44
customer_code_2809,3,4,44
customer_code_2809,4,3,56
customer_code_2809,5,1,58
customer_code_2809,6,3,107
customer_code_2809,7,1,69
customer_code_281,1,1,59
customer_code_281,2,4,38
customer_code_281,3,3,38
customer_code_281,4,3,44
customer_code_281,5,1,56
customer_code_281,6,3,107
customer_code_281,7,1,84
customer_code_2810,1,1,52
customer_code_2810,2,1,30
customer_code_2810,3,4,41
customer_code_2810,4,4,64
customer_code_2810,5,2,77
customer_code_2810,6,4,68
customer_code_2810,7,1,104
customer_code_2811,1,1,43
customer_code_2811,2,3,42
customer_code_2811,3,3,45
customer_code_2811,4,3,58
customer_code_2811,5,1,64
customer_code_2811,6,3,53
customer_code_2811,7,1,64
customer_code_2812,1,1,49
customer_code_2812,2,1,40
customer_code_2812,3,3,31
customer_code_2812,4,1,41
customer_code_2812,5,2,42
customer_code_2812,6,4,80
customer_code_2812,7,1,51
customer_code_2813,1,1,43
customer_code_2813,2,3,32
customer_code_2813,3,3,28
customer_code_2813,4,4,25
customer_code_2813,5,2,57
customer_code_2813,6,4,57
customer_code_2813,7,1,21
customer_code_2814,1,1,37
customer_code_2814,2,3,32
customer_code_2814,3,3,40
customer_code_2814,4,4,31
customer_code_2814,5,2,40
customer_code_2814,6,2,39
customer_code_2814,7,1,34
customer_code_2815,1,1,63
customer_code_2815,2,3,46
customer_code_2815,3,3,50
customer_code_2815,4,3,69
customer_code_2815,5,2,84
customer_code_2815,6,3,175
customer_code_2815,7,1,69
customer_code_2816,1,1,45
customer_code_2816,2,4,80
customer_code_2816,3,3,54
customer_code_2816,4,4,52
customer_code_2816,5,2,99
customer_code_2816,6,4,142
customer_code_2816,7,1,75
customer_code_2817,1,1,72
customer_code_2817,2,2,70
customer_code_2817,3,1,65
customer_code_2817,4,3,104
customer_code_2817,5,4,109
customer_code_2817,6,3,154
customer_code_2817,7,1,142
customer_code_2818,1,1,59
customer_code_2818,2,4,61
customer_code_2818,3,3,107
customer_code_2818,4,2,66
customer_code_2818,5,2,99
customer_code_2818,6,2,155
customer_code_2818,7,1,187
customer_code_2819,1,1,41
customer_code_2819,2,3,48
customer_code_2819,3,3,65
customer_code_2819,4,4,47
customer_code_2819,5,1,63
customer_code_2819,6,1,75
customer_code_2819,7,1,55
customer_code_282,1,1,44
customer_code_282,2,3,43
customer_code_282,3,3,43
customer_code_282,4,4,56
customer_code_282,5,5,84
customer_code_282,6,4,85
customer_code_282,7,1,105
customer_code_2820,1,1,61
customer_code_2820,2,1,48
customer_code_2820,3,1,54
customer_code_2820,4,3,46
customer_code_2820,5,2,80
customer_code_2820,6,4,74
customer_code_2820,7,1,64
customer_code_2821,1,1,57
customer_code_2821,2,1,43
customer_code_2821,3,3,57
customer_code_2821,4,1,40
customer_code_2821,5,2,75
customer_code_2821,6,4,84
customer_code_2821,7,2,52
customer_code_2822,1,1,44
customer_code_2822,2,3,41
customer_code_2822,3,1,44
customer_code_2822,4,3,61
customer_code_2822,5,2,68
customer_code_2822,6,1,67
customer_code_2822,7,1,69
customer_code_2823,1,1,56
customer_code_2823,2,1,49
customer_code_2823,3,1,55
customer_code_2823,4,3,44
customer_code_2823,5,2,62
customer_code_2823,6,5,68
customer_code_2823,7,1,74
customer_code_2824,1,1,36
customer_code_2824,2,3,53
customer_code_2824,3,3,43
customer_code_2824,4,3,43
customer_code_2824,5,2,63
customer_code_2824,6,3,69
customer_code_2824,7,1,72
customer_code_2825,1,1,52
customer_code_2825,2,3,49
customer_code_2825,3,1,39
customer_code_2825,4,3,53
customer_code_2825,5,2,68
customer_code_2825,6,1,119
customer_code_2825,7,1,38
customer_code_2826,1,1,48
customer_code_2826,2,3,42
customer_code_2826,3,3,29
customer_code_2826,4,4,40
customer_code_2826,5,2,58
customer_code_2826,6,4,85
customer_code_2826,7,1,38
customer_code_2827,1,1,43
customer_code_2827,2,1,41
customer_code_2827,3,3,30
customer_code_2827,4,3,28
customer_code_2827,5,2,53
customer_code_2827,6,3,72
customer_code_2827,7,1,49
customer_code_2828,1,1,40
customer_code_2828,2,1,44
customer_code_2828,3,3,38
customer_code_2828,4,1,31
customer_code_2828,5,2,45
customer_code_2828,6,3,66
customer_code_2828,7,1,46
customer_code_2829,1,1,37
customer_code_2829,2,3,47
customer_code_2829,3,3,42
customer_code_2829,4,3,37
customer_code_2829,5,2,47
customer_code_2829,6,3,86
customer_code_2829,7,1,51
customer_code_283,1,1,54
customer_code_283,2,4,69
customer_code_283,3,3,55
customer_code_283,4,1,49
customer_code_283,5,4,67
customer_code_283,6,1,56
customer_code_283,7,1,53
customer_code_2830,1,1,40
customer_code_2830,2,3,47
customer_code_2830,3,3,29
customer_code_2830,4,1,33
customer_code_2830,5,4,44
customer_code_2830,6,4,50
customer_code_2830,7,1,40
customer_code_2831,1,1,51
customer_code_2831,2,1,55
customer_code_2831,3,3,85
customer_code_2831,4,3,87
customer_code_2831,5,2,92
customer_code_2831,6,3,101
customer_code_2831,7,1,149
customer_code_2832,1,1,59
customer_code_2832,2,4,51
customer_code_2832,3,1,61
customer_code_2832,4,3,70
customer_code_2832,5,2,65
customer_code_2832,6,3,112
customer_code_2832,7,1,122
customer_code_2833,1,1,48
customer_code_2833,2,1,54
customer_code_2833,3,3,60
customer_code_2833,4,3,73
customer_code_2833,5,2,81
customer_code_2833,6,2,115
customer_code_2833,7,1,57
customer_code_2834,1,1,56
customer_code_2834,2,2,76
customer_code_2834,3,3,58
customer_code_2834,4,4,81
customer_code_2834,5,2,97
customer_code_2834,6,1,102
customer_code_2834,7,1,61
customer_code_2835,1,1,60
customer_code_2835,2,4,87
customer_code_2835,3,1,65
customer_code_2835,4,3,108
customer_code_2835,5,2,108
customer_code_2835,6,2,182
customer_code_2835,7,1,147
customer_code_2836,1,1,78
customer_code_2836,2,4,76
customer_code_2836,3,3,107
customer_code_2836,4,1,75
customer_code_2836,5,2,111
customer_code_2836,6,2,151
customer_code_2836,7,1,111
customer_code_2837,1,1,74
customer_code_2837,2,1,98
customer_code_2837,3,3,76
customer_code_2837,4,4,81
customer_code_2837,5,2,108
customer_code_2837,6,4,169
customer_code_2837,7,1,69
customer_code_2838,1,1,66
customer_code_2838,2,1,86
customer_code_2838,3,3,80
customer_code_2838,4,3,82
customer_code_2838,5,2,100
customer_code_2838,6,3,196
customer_code_2838,7,1,198
customer_code_2839,1,1,37
customer_code_2839,2,3,28
customer_code_2839,3,3,31
customer_code_2839,4,3,20
customer_code_2839,5,2,38
customer_code_2839,6,2,27
customer_code_2839,7,1,21
customer_code_284,1,1,48
customer_code_284,2,1,41
customer_code_284,3,3,56
customer_code_284,4,3,25
customer_code_284,5,2,73
customer_code_284,6,2,49
customer_code_284,7,1,100
customer_code_2840,1,1,35
customer_code_2840,2,3,29
customer_code_2840,3,3,28
customer_code_2840,4,3,26
customer_code_2840,5,2,42
customer_code_2840,6,4,24
customer_code_2840,7,1,17
customer_code_2841,1,1,33
customer_code_2841,2,3,31
customer_code_2841,3,3,34
customer_code_2841,4,3,23
customer_code_2841,5,2,40
customer_code_2841,6,4,24
customer_code_2841,7,1,18
customer_code_2842,1,1,49
customer_code_2842,2,4,41
customer_code_2842,3,3,55
customer_code_2842,4,3,49
customer_code_2842,5,2,53
customer_code_2842,6,2,67
customer_code_2842,7,1,40
customer_code_2843,1,1,62
customer_code_2843,2,1,79
customer_code_2843,3,3,40
customer_code_2843,4,3,48
customer_code_2843,5,2,70
customer_code_2843,6,2,70
customer_code_2843,7,1,26
customer_code_2844,1,1,38
customer_code_2844,2,3,36
customer_code_2844,3,3,48
customer_code_2844,4,4,68
customer_code_2844,5,2,64
customer_code_2844,6,4,83
customer_code_2844,7,1,69
customer_code_2845,1,1,50
customer_code_2845,2,1,42
customer_code_2845,3,2,39
customer_code_2845,4,3,48
customer_code_2845,5,5,67
customer_code_2845,6,2,77
customer_code_2845,7,1,43
customer_code_2846,1,1,48
customer_code_2846,2,4,49
customer_code_2846,3,1,38
customer_code_2846,4,2,44
customer_code_2846,5,1,53
customer_code_2846,6,4,83
customer_code_2846,7,1,55
customer_code_2847,1,1,51
customer_code_2847,2,1,67
customer_code_2847,3,4,41
customer_code_2847,4,3,46
customer_code_2847,5,2,70
customer_code_2847,6,4,61
customer_code_2847,7,1,31
customer_code_2848,1,1,59
customer_code_2848,2,3,52
customer_code_2848,3,3,78
customer_code_2848,4,2,48
customer_code_2848,5,2,58
customer_code_2848,6,4,79
customer_code_2848,7,1,87
customer_code_2849,1,1,40
customer_code_2849,2,3,37
customer_code_2849,3,3,50
customer_code_2849,4,4,52
customer_code_2849,5,2,52
customer_code_2849,6,3,65
customer_code_2849,7,1,55
customer_code_285,1,1,57
customer_code_285,2,4,47
customer_code_285,3,3,56
customer_code_285,4,3,59
customer_code_285,5,2,64
customer_code_285,6,2,63
customer_code_285,7,1,57
customer_code_2850,1,1,50
customer_code_2850,2,1,41
customer_code_2850,3,3,44
customer_code_2850,4,4,28
customer_code_2850,5,2,53
customer_code_2850,6,4,60
customer_code_2850,7,1,46
customer_code_2851,1,1,39
customer_code_2851,2,4,27
customer_code_2851,3,3,37
customer_code_2851,4,1,40
customer_code_2851,5,2,60
customer_code_2851,6,4,57
customer_code_2851,7,1,38
customer_code_2852,1,1,43
customer_code_2852,2,3,55
customer_code_2852,3,3,40
customer_code_2852,4,2,32
customer_code_2852,5,2,52
customer_code_2852,6,4,59
customer_code_2852,7,1,71
customer_code_2853,1,1,37
customer_code_2853,2,3,37
customer_code_2853,3,3,39
customer_code_2853,4,3,31
customer_code_2853,5,2,44
customer_code_2853,6,4,38
customer_code_2853,7,1,24
customer_code_2854,1,1,39
customer_code_2854,2,1,37
customer_code_2854,3,3,31
customer_code_2854,4,3,34
customer_code_2854,5,2,46
customer_code_2854,6,4,46
customer_code_2854,7,1,27
customer_code_2855,1,1,59
customer_code_2855,2,1,63
customer_code_2855,3,3,63
