,customer_code,week_of_month,transaction_count,frequency_category
8916,customer_code_1463,3,34,non-frequent
8917,customer_code_1464,3,37,non-frequent
8918,customer_code_1465,3,38,non-frequent
8919,customer_code_1466,3,38,non-frequent
8920,customer_code_1467,3,35,non-frequent
8921,customer_code_1468,3,35,non-frequent
8922,customer_code_1469,3,33,non-frequent
8923,customer_code_147,3,38,non-frequent
8924,customer_code_1470,3,33,non-frequent
8925,customer_code_1471,3,33,non-frequent
8926,customer_code_1472,3,40,frequent
8927,customer_code_1473,3,36,non-frequent
8928,customer_code_1474,3,36,non-frequent
8929,customer_code_1475,3,38,non-frequent
8930,customer_code_1476,3,35,non-frequent
8931,customer_code_1477,3,32,non-frequent
8932,customer_code_1478,3,36,non-frequent
8933,customer_code_1479,3,32,non-frequent
8934,customer_code_148,3,37,non-frequent
8935,customer_code_1480,3,33,non-frequent
8936,customer_code_1481,3,35,non-frequent
8937,customer_code_1482,3,41,frequent
8938,customer_code_1483,3,37,non-frequent
8939,customer_code_1484,3,33,non-frequent
8940,customer_code_1485,3,36,non-frequent
8941,customer_code_1486,3,36,non-frequent
8942,customer_code_1487,3,36,non-frequent
8943,customer_code_1488,3,43,frequent
8944,customer_code_1489,3,41,frequent
8945,customer_code_149,3,36,non-frequent
8946,customer_code_1490,3,34,non-frequent
8947,customer_code_1491,3,37,non-frequent
8948,customer_code_1492,3,35,non-frequent
8949,customer_code_1493,3,37,non-frequent
8950,customer_code_1494,3,37,non-frequent
8951,customer_code_1495,3,37,non-frequent
8952,customer_code_1496,3,35,non-frequent
8953,customer_code_1497,3,35,non-frequent
8954,customer_code_1498,3,35,non-frequent
8955,customer_code_1499,3,29,non-frequent
8956,customer_code_15,3,37,non-frequent
8957,customer_code_150,3,33,non-frequent
8958,customer_code_1500,3,40,frequent
8959,customer_code_1501,3,38,non-frequent
8960,customer_code_1502,3,37,non-frequent
8961,customer_code_1503,3,39,non-frequent
8962,customer_code_1504,3,37,non-frequent
8963,customer_code_1505,3,38,non-frequent
8964,customer_code_1506,3,33,non-frequent
8965,customer_code_1507,3,38,non-frequent
8966,customer_code_1508,3,31,non-frequent
8967,customer_code_1509,3,40,frequent
8968,customer_code_151,3,41,frequent
8969,customer_code_1510,3,36,non-frequent
8970,customer_code_1511,3,33,non-frequent
8971,customer_code_1512,3,33,non-frequent
8972,customer_code_1513,3,33,non-frequent
8973,customer_code_1514,3,44,frequent
8974,customer_code_1515,3,41,frequent
8975,customer_code_1516,3,45,frequent
8976,customer_code_1517,3,40,frequent
8977,customer_code_1518,3,45,frequent
8978,customer_code_1519,3,37,non-frequent
8979,customer_code_152,3,31,non-frequent
8980,customer_code_1520,3,37,non-frequent
8981,customer_code_1521,3,34,non-frequent
8982,customer_code_1522,3,32,non-frequent
8983,customer_code_1523,3,42,frequent
8984,customer_code_1524,3,32,non-frequent
8985,customer_code_1525,3,36,non-frequent
8986,customer_code_1526,3,41,frequent
8987,customer_code_1527,3,40,frequent
8988,customer_code_1528,3,41,frequent
8989,customer_code_1529,3,38,non-frequent
8990,customer_code_153,3,37,non-frequent
8991,customer_code_1530,3,39,non-frequent
8992,customer_code_1531,3,35,non-frequent
8993,customer_code_1532,3,36,non-frequent
8994,customer_code_1533,3,43,frequent
8995,customer_code_1534,3,43,frequent
8996,customer_code_1535,3,34,non-frequent
8997,customer_code_1536,3,40,frequent
8998,customer_code_1537,3,41,frequent
8999,customer_code_1538,3,39,non-frequent
9000,customer_code_1539,3,29,non-frequent
9001,customer_code_154,3,35,non-frequent
9002,customer_code_1540,3,28,non-frequent
9003,customer_code_1541,3,33,non-frequent
9004,customer_code_1542,3,47,frequent
9005,customer_code_1543,3,35,non-frequent
9006,customer_code_1544,3,38,non-frequent
9007,customer_code_1545,3,32,non-frequent
9008,customer_code_1546,3,35,non-frequent
9009,customer_code_1547,3,35,non-frequent
9010,customer_code_1548,3,37,non-frequent
9011,customer_code_1549,3,36,non-frequent
9012,customer_code_155,3,37,non-frequent
9013,customer_code_1550,3,34,non-frequent
9014,customer_code_1551,3,37,non-frequent
9015,customer_code_1552,3,34,non-frequent
9016,customer_code_1553,3,36,non-frequent
9017,customer_code_1554,3,39,non-frequent
9018,customer_code_1555,3,39,non-frequent
9019,customer_code_1556,3,39,non-frequent
9020,customer_code_1557,3,40,frequent
9021,customer_code_1558,3,38,non-frequent
9022,customer_code_1559,3,35,non-frequent
9023,customer_code_156,3,43,frequent
9024,customer_code_1560,3,34,non-frequent
9025,customer_code_1561,3,36,non-frequent
9026,customer_code_1562,3,38,non-frequent
9027,customer_code_1563,3,35,non-frequent
9028,customer_code_1564,3,35,non-frequent
9029,customer_code_1565,3,37,non-frequent
9030,customer_code_1566,3,38,non-frequent
9031,customer_code_1567,3,36,non-frequent
9032,customer_code_1568,3,35,non-frequent
9033,customer_code_1569,3,42,frequent
9034,customer_code_157,3,35,non-frequent
9035,customer_code_1570,3,37,non-frequent
9036,customer_code_1571,3,36,non-frequent
9037,customer_code_1572,3,39,non-frequent
9038,customer_code_1573,3,34,non-frequent
9039,customer_code_1574,3,32,non-frequent
9040,customer_code_1575,3,37,non-frequent
9041,customer_code_1576,3,41,frequent
9042,customer_code_1577,3,37,non-frequent
9043,customer_code_1578,3,38,non-frequent
9044,customer_code_1579,3,33,non-frequent
9045,customer_code_158,3,33,non-frequent
9046,customer_code_1580,3,29,non-frequent
9047,customer_code_1581,3,34,non-frequent
9048,customer_code_1582,3,32,non-frequent
9049,customer_code_1583,3,34,non-frequent
9050,customer_code_1584,3,36,non-frequent
9051,customer_code_1585,3,40,frequent
9052,customer_code_1586,3,46,frequent
9053,customer_code_1587,3,43,frequent
9054,customer_code_1588,3,42,frequent
9055,customer_code_1589,3,45,frequent
9056,customer_code_159,3,36,non-frequent
9057,customer_code_1590,3,36,non-frequent
9058,customer_code_1591,3,35,non-frequent
9059,customer_code_1592,3,37,non-frequent
9060,customer_code_1593,3,34,non-frequent
9061,customer_code_1594,3,37,non-frequent
9062,customer_code_1595,3,32,non-frequent
9063,customer_code_1596,3,37,non-frequent
9064,customer_code_1597,3,41,frequent
9065,customer_code_1598,3,31,non-frequent
9066,customer_code_1599,3,33,non-frequent
9067,customer_code_16,3,38,non-frequent
9068,customer_code_160,3,39,non-frequent
9069,customer_code_1600,3,35,non-frequent
9070,customer_code_1601,3,30,non-frequent
9071,customer_code_1602,3,34,non-frequent
9072,customer_code_1603,3,35,non-frequent
9073,customer_code_1604,3,32,non-frequent
9074,customer_code_1605,3,28,non-frequent
9075,customer_code_1606,3,35,non-frequent
9076,customer_code_1607,3,38,non-frequent
9077,customer_code_1608,3,31,non-frequent
9078,customer_code_1609,3,37,non-frequent
9079,customer_code_161,3,31,non-frequent
9080,customer_code_1610,3,34,non-frequent
9081,customer_code_1611,3,43,frequent
9082,customer_code_1612,3,36,non-frequent
9083,customer_code_1613,3,38,non-frequent
9084,customer_code_1614,3,34,non-frequent
9085,customer_code_1615,3,38,non-frequent
9086,customer_code_1616,3,30,non-frequent
9087,customer_code_1617,3,36,non-frequent
9088,customer_code_1618,3,38,non-frequent
9089,customer_code_1619,3,35,non-frequent
9090,customer_code_162,3,33,non-frequent
9091,customer_code_1620,3,43,frequent
9092,customer_code_1621,3,32,non-frequent
9093,customer_code_1622,3,33,non-frequent
9094,customer_code_1623,3,35,non-frequent
9095,customer_code_1624,3,38,non-frequent
9096,customer_code_1625,3,33,non-frequent
9097,customer_code_1626,3,39,non-frequent
9098,customer_code_1627,3,38,non-frequent
9099,customer_code_1628,3,36,non-frequent
9100,customer_code_1629,3,31,non-frequent
9101,customer_code_163,3,38,non-frequent
9102,customer_code_1630,3,34,non-frequent
9103,customer_code_1631,3,35,non-frequent
9104,customer_code_1632,3,28,non-frequent
9105,customer_code_1633,3,37,non-frequent
9106,customer_code_1634,3,39,non-frequent
9107,customer_code_1635,3,37,non-frequent
9108,customer_code_1636,3,43,frequent
9109,customer_code_1637,3,45,frequent
9110,customer_code_1638,3,32,non-frequent
9111,customer_code_1639,3,36,non-frequent
9112,customer_code_164,3,33,non-frequent
9113,customer_code_1640,3,36,non-frequent
9114,customer_code_1641,3,41,frequent
9115,customer_code_1642,3,34,non-frequent
9116,customer_code_1643,3,40,frequent
9117,customer_code_1644,3,44,frequent
9118,customer_code_1645,3,34,non-frequent
9119,customer_code_1646,3,35,non-frequent
9120,customer_code_1647,3,39,non-frequent
9121,customer_code_1648,3,37,non-frequent
9122,customer_code_1649,3,35,non-frequent
9123,customer_code_165,3,34,non-frequent
9124,customer_code_1650,3,40,frequent
9125,customer_code_1651,3,34,non-frequent
9126,customer_code_1652,3,37,non-frequent
9127,customer_code_1653,3,38,non-frequent
9128,customer_code_1654,3,38,non-frequent
9129,customer_code_1655,3,32,non-frequent
9130,customer_code_1656,3,34,non-frequent
9131,customer_code_1657,3,35,non-frequent
9132,customer_code_1658,3,37,non-frequent
9133,customer_code_1659,3,36,non-frequent
9134,customer_code_166,3,37,non-frequent
9135,customer_code_1660,3,38,non-frequent
9136,customer_code_1661,3,32,non-frequent
9137,customer_code_1662,3,41,frequent
9138,customer_code_1663,3,36,non-frequent
9139,customer_code_1664,3,33,non-frequent
9140,customer_code_1665,3,36,non-frequent
9141,customer_code_1666,3,41,frequent
9142,customer_code_1667,3,37,non-frequent
9143,customer_code_1668,3,38,non-frequent
9144,customer_code_1669,3,38,non-frequent
9145,customer_code_167,3,36,non-frequent
9146,customer_code_1670,3,36,non-frequent
9147,customer_code_1671,3,38,non-frequent
9148,customer_code_1672,3,35,non-frequent
9149,customer_code_1673,3,32,non-frequent
9150,customer_code_1674,3,37,non-frequent
9151,customer_code_1675,3,37,non-frequent
9152,customer_code_1676,3,38,non-frequent
9153,customer_code_1677,3,29,non-frequent
9154,customer_code_1678,3,39,non-frequent
9155,customer_code_1679,3,40,frequent
9156,customer_code_168,3,34,non-frequent
9157,customer_code_1680,3,35,non-frequent
9158,customer_code_1681,3,31,non-frequent
9159,customer_code_1682,3,33,non-frequent
9160,customer_code_1683,3,37,non-frequent
9161,customer_code_1684,3,41,frequent
9162,customer_code_1685,3,37,non-frequent
9163,customer_code_1686,3,34,non-frequent
9164,customer_code_1687,3,34,non-frequent
9165,customer_code_1688,3,35,non-frequent
9166,customer_code_1689,3,36,non-frequent
9167,customer_code_169,3,37,non-frequent
9168,customer_code_1690,3,38,non-frequent
9169,customer_code_1691,3,41,frequent
9170,customer_code_1692,3,36,non-frequent
9171,customer_code_1693,3,41,frequent
9172,customer_code_1694,3,34,non-frequent
9173,customer_code_1695,3,37,non-frequent
9174,customer_code_1696,3,36,non-frequent
9175,customer_code_1697,3,35,non-frequent
9176,customer_code_1698,3,35,non-frequent
9177,customer_code_1699,3,36,non-frequent
9178,customer_code_17,3,34,non-frequent
9179,customer_code_170,3,30,non-frequent
9180,customer_code_1700,3,30,non-frequent
9181,customer_code_1701,3,34,non-frequent
9182,customer_code_1702,3,39,non-frequent
9183,customer_code_1703,3,39,non-frequent
9184,customer_code_1704,3,38,non-frequent
9185,customer_code_1705,3,38,non-frequent
9186,customer_code_1706,3,40,frequent
9187,customer_code_1707,3,36,non-frequent
9188,customer_code_1708,3,35,non-frequent
9189,customer_code_1709,3,30,non-frequent
9190,customer_code_171,3,40,frequent
9191,customer_code_1710,3,32,non-frequent
9192,customer_code_1711,3,39,non-frequent
9193,customer_code_1712,3,47,frequent
9194,customer_code_1713,3,39,non-frequent
9195,customer_code_1714,3,35,non-frequent
9196,customer_code_1715,3,39,non-frequent
9197,customer_code_1716,3,37,non-frequent
9198,customer_code_1717,3,37,non-frequent
9199,customer_code_1718,3,34,non-frequent
9200,customer_code_1719,3,43,frequent
9201,customer_code_172,3,37,non-frequent
9202,customer_code_1720,3,36,non-frequent
9203,customer_code_1721,3,38,non-frequent
9204,customer_code_1722,3,40,frequent
9205,customer_code_1723,3,38,non-frequent
9206,customer_code_1724,3,36,non-frequent
9207,customer_code_1725,3,33,non-frequent
9208,customer_code_1726,3,38,non-frequent
9209,customer_code_1727,3,42,frequent
9210,customer_code_1728,3,40,frequent
9211,customer_code_1729,3,37,non-frequent
9212,customer_code_173,3,36,non-frequent
9213,customer_code_1730,3,34,non-frequent
9214,customer_code_1731,3,37,non-frequent
9215,customer_code_1732,3,38,non-frequent
9216,customer_code_1733,3,39,non-frequent
9217,customer_code_1734,3,34,non-frequent
9218,customer_code_1735,3,36,non-frequent
9219,customer_code_1736,3,34,non-frequent
9220,customer_code_1737,3,37,non-frequent
9221,customer_code_1738,3,42,frequent
9222,customer_code_1739,3,42,frequent
9223,customer_code_174,3,39,non-frequent
9224,customer_code_1740,3,42,frequent
9225,customer_code_1741,3,39,non-frequent
9226,customer_code_1742,3,40,frequent
9227,customer_code_1743,3,34,non-frequent
9228,customer_code_1744,3,28,non-frequent
9229,customer_code_1745,3,37,non-frequent
9230,customer_code_1746,3,42,frequent
9231,customer_code_1747,3,45,frequent
9232,customer_code_1748,3,38,non-frequent
9233,customer_code_1749,3,31,non-frequent
9234,customer_code_175,3,36,non-frequent
9235,customer_code_1750,3,39,non-frequent
9236,customer_code_1751,3,33,non-frequent
9237,customer_code_1752,3,36,non-frequent
9238,customer_code_1753,3,37,non-frequent
9239,customer_code_1754,3,35,non-frequent
9240,customer_code_1755,3,35,non-frequent
9241,customer_code_1756,3,35,non-frequent
9242,customer_code_1757,3,36,non-frequent
9243,customer_code_1758,3,36,non-frequent
9244,customer_code_1759,3,40,frequent
9245,customer_code_176,3,44,frequent
9246,customer_code_1760,3,40,frequent
9247,customer_code_1761,3,28,non-frequent
9248,customer_code_1762,3,34,non-frequent
9249,customer_code_1763,3,34,non-frequent
9250,customer_code_1764,3,41,frequent
9251,customer_code_1765,3,39,non-frequent
9252,customer_code_1766,3,42,frequent
9253,customer_code_1767,3,39,non-frequent
9254,customer_code_1768,3,40,frequent
9255,customer_code_1769,3,37,non-frequent
9256,customer_code_177,3,38,non-frequent
9257,customer_code_1770,3,40,frequent
9258,customer_code_1771,3,46,frequent
9259,customer_code_1772,3,34,non-frequent
9260,customer_code_1773,3,33,non-frequent
9261,customer_code_1774,3,41,frequent
9262,customer_code_1775,3,36,non-frequent
9263,customer_code_1776,3,33,non-frequent
9264,customer_code_1777,3,35,non-frequent
9265,customer_code_1778,3,36,non-frequent
9266,customer_code_1779,3,38,non-frequent
9267,customer_code_178,3,37,non-frequent
9268,customer_code_1780,3,37,non-frequent
9269,customer_code_1781,3,36,non-frequent
9270,customer_code_1782,3,34,non-frequent
9271,customer_code_1783,3,33,non-frequent
9272,customer_code_1784,3,38,non-frequent
9273,customer_code_1785,3,34,non-frequent
9274,customer_code_1786,3,33,non-frequent
9275,customer_code_1787,3,36,non-frequent
9276,customer_code_1788,3,31,non-frequent
9277,customer_code_1789,3,44,frequent
9278,customer_code_179,3,41,frequent
9279,customer_code_1790,3,40,frequent
9280,customer_code_1791,3,39,non-frequent
9281,customer_code_1792,3,38,non-frequent
9282,customer_code_1793,3,35,non-frequent
9283,customer_code_1794,3,36,non-frequent
9284,customer_code_1795,3,37,non-frequent
9285,customer_code_1796,3,40,frequent
9286,customer_code_1797,3,33,non-frequent
9287,customer_code_1798,3,37,non-frequent
9288,customer_code_1799,3,41,frequent
9289,customer_code_18,3,42,frequent
9290,customer_code_180,3,36,non-frequent
9291,customer_code_1800,3,39,non-frequent
9292,customer_code_1801,3,34,non-frequent
9293,customer_code_1802,3,37,non-frequent
9294,customer_code_1803,3,38,non-frequent
9295,customer_code_1804,3,40,frequent
9296,customer_code_1805,3,38,non-frequent
9297,customer_code_1806,3,36,non-frequent
9298,customer_code_1807,3,35,non-frequent
9299,customer_code_1808,3,35,non-frequent
9300,customer_code_1809,3,37,non-frequent
9301,customer_code_181,3,38,non-frequent
9302,customer_code_1810,3,39,non-frequent
9303,customer_code_1811,3,38,non-frequent
9304,customer_code_1812,3,25,non-frequent
9305,customer_code_1813,3,36,non-frequent
9306,customer_code_1814,3,32,non-frequent
9307,customer_code_1815,3,40,frequent
9308,customer_code_1816,3,33,non-frequent
9309,customer_code_1817,3,47,frequent
9310,customer_code_1818,3,43,frequent
9311,customer_code_1819,3,44,frequent
9312,customer_code_182,3,36,non-frequent
9313,customer_code_1820,3,35,non-frequent
9314,customer_code_1821,3,34,non-frequent
9315,customer_code_1822,3,35,non-frequent
9316,customer_code_1823,3,35,non-frequent
9317,customer_code_1824,3,38,non-frequent
9318,customer_code_1825,3,35,non-frequent
9319,customer_code_1826,3,38,non-frequent
9320,customer_code_1827,3,34,non-frequent
9321,customer_code_1828,3,46,frequent
9322,customer_code_1829,3,32,non-frequent
9323,customer_code_183,3,43,frequent
9324,customer_code_1830,3,39,non-frequent
9325,customer_code_1831,3,35,non-frequent
9326,customer_code_1832,3,38,non-frequent
9327,customer_code_1833,3,36,non-frequent
9328,customer_code_1834,3,33,non-frequent
9329,customer_code_1835,3,33,non-frequent
9330,customer_code_1836,3,39,non-frequent
9331,customer_code_1837,3,37,non-frequent
9332,customer_code_1838,3,39,non-frequent
9333,customer_code_1839,3,40,frequent
9334,customer_code_184,3,40,frequent
9335,customer_code_1840,3,41,frequent
9336,customer_code_1841,3,40,frequent
9337,customer_code_1842,3,35,non-frequent
9338,customer_code_1843,3,31,non-frequent
9339,customer_code_1844,3,38,non-frequent
9340,customer_code_1845,3,32,non-frequent
9341,customer_code_1846,3,34,non-frequent
9342,customer_code_1847,3,35,non-frequent
9343,customer_code_1848,3,43,frequent
9344,customer_code_1849,3,35,non-frequent
9345,customer_code_185,3,28,non-frequent
9346,customer_code_1850,3,37,non-frequent
9347,customer_code_1851,3,35,non-frequent
9348,customer_code_1852,3,34,non-frequent
9349,customer_code_1853,3,39,non-frequent
9350,customer_code_1854,3,33,non-frequent
9351,customer_code_1855,3,34,non-frequent
9352,customer_code_1856,3,35,non-frequent
9353,customer_code_1857,3,34,non-frequent
9354,customer_code_1858,3,36,non-frequent
9355,customer_code_1859,3,45,frequent
9356,customer_code_186,3,42,frequent
9357,customer_code_1860,3,45,frequent
9358,customer_code_1861,3,34,non-frequent
9359,customer_code_1862,3,36,non-frequent
9360,customer_code_1863,3,36,non-frequent
9361,customer_code_1864,3,38,non-frequent
9362,customer_code_1865,3,39,non-frequent
9363,customer_code_1866,3,38,non-frequent
9364,customer_code_1867,3,36,non-frequent
9365,customer_code_1868,3,41,frequent
9366,customer_code_1869,3,38,non-frequent
9367,customer_code_187,3,34,non-frequent
9368,customer_code_1870,3,35,non-frequent
9369,customer_code_1871,3,30,non-frequent
9370,customer_code_1872,3,35,non-frequent
9371,customer_code_1873,3,37,non-frequent
9372,customer_code_1874,3,39,non-frequent
9373,customer_code_1875,3,32,non-frequent
9374,customer_code_1876,3,39,non-frequent
9375,customer_code_1877,3,34,non-frequent
9376,customer_code_1878,3,35,non-frequent
9377,customer_code_1879,3,37,non-frequent
9378,customer_code_188,3,34,non-frequent
9379,customer_code_1880,3,33,non-frequent
9380,customer_code_1881,3,33,non-frequent
9381,customer_code_1882,3,34,non-frequent
9382,customer_code_1883,3,38,non-frequent
9383,customer_code_1884,3,35,non-frequent
9384,customer_code_1885,3,38,non-frequent
9385,customer_code_1886,3,33,non-frequent
9386,customer_code_1887,3,32,non-frequent
9387,customer_code_1888,3,32,non-frequent
9388,customer_code_1889,3,31,non-frequent
9389,customer_code_189,3,34,non-frequent
9390,customer_code_1890,3,34,non-frequent
9391,customer_code_1891,3,39,non-frequent
9392,customer_code_1892,3,33,non-frequent
9393,customer_code_1893,3,38,non-frequent
9394,customer_code_1894,3,37,non-frequent
9395,customer_code_1895,3,37,non-frequent
9396,customer_code_1896,3,36,non-frequent
9397,customer_code_1897,3,33,non-frequent
9398,customer_code_1898,3,46,frequent
9399,customer_code_1899,3,40,frequent
9400,customer_code_19,3,37,non-frequent
9401,customer_code_190,3,36,non-frequent
9402,customer_code_1900,3,31,non-frequent
9403,customer_code_1901,3,37,non-frequent
9404,customer_code_1902,3,41,frequent
9405,customer_code_1903,3,38,non-frequent
9406,customer_code_1904,3,39,non-frequent
9407,customer_code_1905,3,44,frequent
9408,customer_code_1906,3,44,frequent
9409,customer_code_1907,3,27,non-frequent
9410,customer_code_1908,3,33,non-frequent
9411,customer_code_1909,3,36,non-frequent
9412,customer_code_191,3,36,non-frequent
9413,customer_code_1910,3,35,non-frequent
9414,customer_code_1911,3,41,frequent
9415,customer_code_1912,3,40,frequent
9416,customer_code_1913,3,32,non-frequent
9417,customer_code_1914,3,38,non-frequent
9418,customer_code_1915,3,35,non-frequent
9419,customer_code_1916,3,37,non-frequent
9420,customer_code_1917,3,36,non-frequent
9421,customer_code_1918,3,40,frequent
9422,customer_code_1919,3,38,non-frequent
9423,customer_code_192,3,36,non-frequent
9424,customer_code_1920,3,39,non-frequent
9425,customer_code_1921,3,41,frequent
9426,customer_code_1922,3,45,frequent
9427,customer_code_1923,3,32,non-frequent
9428,customer_code_1924,3,37,non-frequent
9429,customer_code_1925,3,30,non-frequent
9430,customer_code_1926,3,34,non-frequent
9431,customer_code_1927,3,37,non-frequent
9432,customer_code_1928,3,39,non-frequent
9433,customer_code_1929,3,35,non-frequent
9434,customer_code_193,3,36,non-frequent
9435,customer_code_1930,3,35,non-frequent
9436,customer_code_1931,3,37,non-frequent
9437,customer_code_1932,3,37,non-frequent
9438,customer_code_1933,3,33,non-frequent
9439,customer_code_1934,3,36,non-frequent
9440,customer_code_1935,3,45,frequent
9441,customer_code_1936,3,43,frequent
9442,customer_code_1937,3,36,non-frequent
9443,customer_code_1938,3,36,non-frequent
9444,customer_code_1939,3,35,non-frequent
9445,customer_code_194,3,38,non-frequent
9446,customer_code_1940,3,42,frequent
9447,customer_code_1941,3,38,non-frequent
9448,customer_code_1942,3,39,non-frequent
9449,customer_code_1943,3,38,non-frequent
9450,customer_code_1944,3,41,frequent
9451,customer_code_1945,3,44,frequent
9452,customer_code_1946,3,40,frequent
9453,customer_code_1947,3,37,non-frequent
9454,customer_code_1948,3,40,frequent
9455,customer_code_1949,3,33,non-frequent
9456,customer_code_195,3,35,non-frequent
9457,customer_code_1950,3,39,non-frequent
9458,customer_code_1951,3,39,non-frequent
9459,customer_code_1952,3,35,non-frequent
9460,customer_code_1953,3,36,non-frequent
9461,customer_code_1954,3,42,frequent
9462,customer_code_1955,3,34,non-frequent
9463,customer_code_1956,3,39,non-frequent
9464,customer_code_1957,3,31,non-frequent
9465,customer_code_1958,3,39,non-frequent
9466,customer_code_1959,3,43,frequent
9467,customer_code_196,3,41,frequent
9468,customer_code_1960,3,47,frequent
9469,customer_code_1961,3,39,non-frequent
9470,customer_code_1962,3,36,non-frequent
9471,customer_code_1963,3,36,non-frequent
9472,customer_code_1964,3,36,non-frequent
9473,customer_code_1965,3,37,non-frequent
9474,customer_code_1966,3,38,non-frequent
9475,customer_code_1967,3,32,non-frequent
9476,customer_code_1968,3,34,non-frequent
9477,customer_code_1969,3,38,non-frequent
9478,customer_code_197,3,32,non-frequent
9479,customer_code_1970,3,33,non-frequent
9480,customer_code_1971,3,41,frequent
9481,customer_code_1972,3,46,frequent
9482,customer_code_1973,3,36,non-frequent
9483,customer_code_1974,3,34,non-frequent
9484,customer_code_1975,3,34,non-frequent
9485,customer_code_1976,3,33,non-frequent
9486,customer_code_1977,3,39,non-frequent
9487,customer_code_1978,3,32,non-frequent
9488,customer_code_1979,3,33,non-frequent
9489,customer_code_198,3,36,non-frequent
9490,customer_code_1980,3,45,frequent
9491,customer_code_1981,3,41,frequent
9492,customer_code_1982,3,41,frequent
9493,customer_code_1983,3,40,frequent
9494,customer_code_1984,3,34,non-frequent
9495,customer_code_1985,3,33,non-frequent
9496,customer_code_1986,3,37,non-frequent
9497,customer_code_1987,3,40,frequent
9498,customer_code_1988,3,31,non-frequent
9499,customer_code_1989,3,38,non-frequent
9500,customer_code_199,3,35,non-frequent
9501,customer_code_1990,3,41,frequent
9502,customer_code_1991,3,35,non-frequent
9503,customer_code_1992,3,37,non-frequent
9504,customer_code_1993,3,33,non-frequent
9505,customer_code_1994,3,37,non-frequent
9506,customer_code_1995,3,39,non-frequent
9507,customer_code_1996,3,37,non-frequent
9508,customer_code_1997,3,36,non-frequent
9509,customer_code_1998,3,43,frequent
9510,customer_code_1999,3,33,non-frequent
9511,customer_code_2,3,37,non-frequent
9512,customer_code_20,3,36,non-frequent
9513,customer_code_200,3,39,non-frequent
9514,customer_code_2000,3,34,non-frequent
9515,customer_code_2001,3,39,non-frequent
9516,customer_code_2002,3,40,frequent
9517,customer_code_2003,3,37,non-frequent
9518,customer_code_2004,3,34,non-frequent
9519,customer_code_2005,3,35,non-frequent
9520,customer_code_2006,3,42,frequent
9521,customer_code_2007,3,41,frequent
9522,customer_code_2008,3,33,non-frequent
9523,customer_code_2009,3,39,non-frequent
9524,customer_code_201,3,34,non-frequent
9525,customer_code_2010,3,37,non-frequent
9526,customer_code_2011,3,34,non-frequent
9527,customer_code_2012,3,34,non-frequent
9528,customer_code_2013,3,38,non-frequent
9529,customer_code_2014,3,38,non-frequent
9530,customer_code_2015,3,34,non-frequent
9531,customer_code_2016,3,37,non-frequent
9532,customer_code_2017,3,34,non-frequent
9533,customer_code_2018,3,32,non-frequent
9534,customer_code_2019,3,30,non-frequent
9535,customer_code_202,3,28,non-frequent
9536,customer_code_2020,3,37,non-frequent
9537,customer_code_2021,3,32,non-frequent
9538,customer_code_2022,3,35,non-frequent
9539,customer_code_2023,3,36,non-frequent
9540,customer_code_2024,3,35,non-frequent
9541,customer_code_2025,3,35,non-frequent
9542,customer_code_2026,3,38,non-frequent
9543,customer_code_2027,3,43,frequent
9544,customer_code_2028,3,36,non-frequent
9545,customer_code_2029,3,36,non-frequent
9546,customer_code_203,3,36,non-frequent
9547,customer_code_2030,3,44,frequent
9548,customer_code_2031,3,35,non-frequent
9549,customer_code_2032,3,34,non-frequent
9550,customer_code_2033,3,36,non-frequent
9551,customer_code_2034,3,38,non-frequent
9552,customer_code_2035,3,38,non-frequent
9553,customer_code_2036,3,35,non-frequent
9554,customer_code_2037,3,36,non-frequent
9555,customer_code_2038,3,38,non-frequent
9556,customer_code_2039,3,36,non-frequent
9557,customer_code_204,3,35,non-frequent
9558,customer_code_2040,3,36,non-frequent
9559,customer_code_2041,3,42,frequent
9560,customer_code_2042,3,31,non-frequent
9561,customer_code_2043,3,29,non-frequent
9562,customer_code_2044,3,36,non-frequent
9563,customer_code_2045,3,32,non-frequent
9564,customer_code_2046,3,33,non-frequent
9565,customer_code_2047,3,36,non-frequent
9566,customer_code_2048,3,42,frequent
9567,customer_code_2049,3,40,frequent
9568,customer_code_205,3,34,non-frequent
9569,customer_code_2050,3,37,non-frequent
9570,customer_code_2051,3,39,non-frequent
9571,customer_code_2052,3,37,non-frequent
9572,customer_code_2053,3,40,frequent
9573,customer_code_2054,3,32,non-frequent
9574,customer_code_2055,3,37,non-frequent
9575,customer_code_2056,3,38,non-frequent
9576,customer_code_2057,3,40,frequent
9577,customer_code_2058,3,31,non-frequent
9578,customer_code_2059,3,27,non-frequent
9579,customer_code_206,3,46,frequent
9580,customer_code_2060,3,39,non-frequent
9581,customer_code_2061,3,36,non-frequent
9582,customer_code_2062,3,42,frequent
9583,customer_code_2063,3,42,frequent
9584,customer_code_2064,3,34,non-frequent
9585,customer_code_2065,3,34,non-frequent
9586,customer_code_2066,3,39,non-frequent
9587,customer_code_2067,3,33,non-frequent
9588,customer_code_2068,3,33,non-frequent
9589,customer_code_2069,3,33,non-frequent
9590,customer_code_207,3,44,frequent
9591,customer_code_2070,3,32,non-frequent
9592,customer_code_2071,3,35,non-frequent
9593,customer_code_2072,3,42,frequent
9594,customer_code_2073,3,47,frequent
9595,customer_code_2074,3,42,frequent
9596,customer_code_2075,3,39,non-frequent
